iter	MultiClass
155	0.02429029606
156	0.02403327462
157	0.02378448565
158	0.02361873191
159	0.02337905364
160	0.02311828298
161	0.0228651308
162	0.02274441952
163	0.0225534535
164	0.02235298155
165	0.02218221031
166	0.02196971241
167	0.02186687911
168	0.0216904328
169	0.02154850557
170	0.02135140029
171	0.02111706547
172	0.02101642581
173	0.02084169241
174	0.02065313047
175	0.02043986318
176	0.02019697802
177	0.02006920419
178	0.01995643904
179	0.01982626655
180	0.01967606636
181	0.01948669143
182	0.01933159012
183	0.01918447864
184	0.01905451668
185	0.01891251482
186	0.01881727983
187	0.01872316898
188	0.01860759254
189	0.01850862194
190	0.01835534475
191	0.01819290005
192	0.01809919637
193	0.0179434079
194	0.01782483814
195	0.01771020397
196	0.01766618757
197	0.01752358921
198	0.01740955355
199	0.01732034424
200	0.01717154659
201	0.01706339912
202	0.01696550715
203	0.01688156464
204	0.01679111635
205	0.01670453963
206	0.01658019964
207	0.01647846028
208	0.01638886351
209	0.0163505922
210	0.01627151987
211	0.01618665002
212	0.0160796399
213	0.01598748301
214	0.01589197657
215	0.01580334278
216	0.01568386106
217	0.01558453549
218	0.01550972032
219	0.01542936198
220	0.01532626973
221	0.01523221919
222	0.01515010643
223	0.01507517008
224	0.01497821171
225	0.01489324717
226	0.01480737157
227	0.01471986625
228	0.01463053918
229	0.01455498437
230	0.01446367741
231	0.01437137968
232	0.01429170337
233	0.01422522663
234	0.01414263987
235	0.01407316243
236	0.01398311272
237	0.01393099924
238	0.01386831147
239	0.01380701923
240	0.01375406901
241	0.01369461486
242	0.01362060376
243	0.01355381598
244	0.01349328454
245	0.01340499852
246	0.01333268432
247	0.01330580014
248	0.01324603487
249	0.01318306301
250	0.0131156321
251	0.01306421322
252	0.01301638797
253	0.01298403321
254	0.01293688665
255	0.01286899263
256	0.0128024899
257	0.01272997246
258	0.01268826696
259	0.01264220002
260	0.01259905793
261	0.01254561489
262	0.01245176526
263	0.01237188665
264	0.01233433927
265	0.01226573117
266	0.01221767193
267	0.01214768998
268	0.01209740918
269	0.0120272539
270	0.01197846117
271	0.01191758979
272	0.0118536004
273	0.01181526804
274	0.01175625768
275	0.01169567113
276	0.01162895599
277	0.01159629201
278	0.0115293752
279	0.01148559061
280	0.01142352619
281	0.01138780541
282	0.01135617851
283	0.01131012425
284	0.01125228369
285	0.01118969115
286	0.01111957567
287	0.01107069298
288	0.01102464818
289	0.01099053134
290	0.01094864887
291	0.01090297071
292	0.01085819063
293	0.01081537972
294	0.01080209938
295	0.01077001006
296	0.01072270255
297	0.01068936087
298	0.01064384349
299	0.0106024584
300	0.01056632491
301	0.01052684725
302	0.01049073254
303	0.01045208947
304	0.01039191816
305	0.01035879148
306	0.01030838665
307	0.0102900357
308	0.01027688105
309	0.0102440594
310	0.01021675442
311	0.01017821707
312	0.01012980984
313	0.0101019434
314	0.01005645381
315	0.01001977024
316	0.009950561389
317	0.009909787385
318	0.009896548411
319	0.009862274248
320	0.009823174888
321	0.009760204749
322	0.009731642964
323	0.009698625559
324	0.009661297629
325	0.009623126643
326	0.009579118408
327	0.00955417792
328	0.009518881413
329	0.009504028654
330	0.0094823788
331	0.009450724261
332	0.009423140797
333	0.009383967729
334	0.009357805514
335	0.00930422136
336	0.009273142797
337	0.009241117346
338	0.009207203878
339	0.00917921676
340	0.009147728103
341	0.009106159354
342	0.009064026698
343	0.009033716511
344	0.008993578671
345	0.008940571468
346	0.008904553076
347	0.00887929729
348	0.008853165109
349	0.008819194578
350	0.00878493618
351	0.008767213947
352	0.008745104125
353	0.008723749832
354	0.008685339301
355	0.008666569164
356	0.008626772423
357	0.008608274363
358	0.008580927205
359	0.008554382173
360	0.008538244575
361	0.00850768693
362	0.008483217918
363	0.00845128662
364	0.008423796734
365	0.008415717335
366	0.008392993296
367	0.008369706248
368	0.008344330714
369	0.008314956973
370	0.008292320211
371	0.008266564537
372	0.00822636232
373	0.008204657791
374	0.008186522068
375	0.008165484743
376	0.008142497373
377	0.008119950895
378	0.008093975923
379	0.008072321222
380	0.008053466019
381	0.008023147427
382	0.008003352993
383	0.007992109646
384	0.007983322729
385	0.00796575201
386	0.00794341721
387	0.007921913516
388	0.007911470636
389	0.007882352094
390	0.007847228425
391	0.007815963761
392	0.007790500242
393	0.007757764752
394	0.007738563738
395	0.007713905429
396	0.007688365523
397	0.007650374478
398	0.007626949763
399	0.007609087407
400	0.007591840209
401	0.007574687369
402	0.007560601108
403	0.007536119053
404	0.007509563807
405	0.007491767412
406	0.007469423431
407	0.00744803842
408	0.007433740912
409	0.007412064493
410	0.007397903356
411	0.007383826314
412	0.007363317228
413	0.007358517963
414	0.007337778414
415	0.007321963927
416	0.007294699295
417	0.007273567246
418	0.007252385413
419	0.007226847829
420	0.007206000507
421	0.007181653657
422	0.0071683724
423	0.007161052029
424	0.007147215404
425	0.007131894063
426	0.007121812397
427	0.007103423676
428	0.007085192249
429	0.007073392074
430	0.007053170394
431	0.007039000741
432	0.007019762623
433	0.006992952649
434	0.006976546282
435	0.006955497574
436	0.006933423486
437	0.006917621521
438	0.006897837496
439	0.006878250181
440	0.006859684653
441	0.006845719255
442	0.006820091363
443	0.006807574101
444	0.006794074797
445	0.006778111809
446	0.006759828839
447	0.006740373496
448	0.006721692347
449	0.006698741341
450	0.006678427193
451	0.006663556039
452	0.006649619975
453	0.006630853332
454	0.006607632053
455	0.006594372243
456	0.006579161427
457	0.006564084039
458	0.006556684196
459	0.006543083791
460	0.006530104837
461	0.006514958704
462	0.006501431054
463	0.006485338324
464	0.006473192112
465	0.006450788994
466	0.006434275976
467	0.006415752104
468	0.006400971416
469	0.006390299007
470	0.00637424119
471	0.006360290539
472	0.006344409194
473	0.006328993496
474	0.006310033697
475	0.006293603885
476	0.006280722394
477	0.00626995458
478	0.006249442193
479	0.006235564684
480	0.006225092834
481	0.006217293933
482	0.006199708034
483	0.006186399348
484	0.00617467268
485	0.006162970144
486	0.006150753522
487	0.006140770158
488	0.00611946995
489	0.006107528893
490	0.006095306414
491	0.006079970885
492	0.006068021422
493	0.0060535362
494	0.006040835602
495	0.006027304911
496	0.006015291558
497	0.00599431992
498	0.00598332242
499	0.005966894018
500	0.005950105501
501	0.005936183886
502	0.005923343615
503	0.005910768343
504	0.00589272941
505	0.005881342487
506	0.005870704322
507	0.005860937455
508	0.005846095696
509	0.005826551606
510	0.005810872435
511	0.005799895646
512	0.00578932811
513	0.005775618634
514	0.00575978984
515	0.005742001547
516	0.00572909376
517	0.005714733118
518	0.005702735578
519	0.005682732393
520	0.005668588324
521	0.005661392763
522	0.005655553074
523	0.005641394324
524	0.005622878269
525	0.005608034798
526	0.00559207748
527	0.005580564828
528	0.005570895642
529	0.005558200317
530	0.005548746048
531	0.005543137007
532	0.005528895078
533	0.005515706252
534	0.005504396626
535	0.005493239602
536	0.005483385555
537	0.005473309486
538	0.005465922063
539	0.005454419767
540	0.005441537326
541	0.005425374418
542	0.005410874416
543	0.005405637564
544	0.005394383922
545	0.005385977167
546	0.005374392884
547	0.005366258061
548	0.005355420133
549	0.00534668866
550	0.005337843685
551	0.005334275932
552	0.005329320833
553	0.005314057804
554	0.005304278821
555	0.005295131622
556	0.00528789914
557	0.005277878978
558	0.0052655043
559	0.005255927101
560	0.005246088762
561	0.005236293671
562	0.005232251586
563	0.005220243283
564	0.005205597888
565	0.005193424246
566	0.005173844329
567	0.005166299778
568	0.005155980806
569	0.005146029783
570	0.005143124061
571	0.005127375714
572	0.005115160082
573	0.005103193984
574	0.005095977227
575	0.005087850025
576	0.005079508252
577	0.005063092019
578	0.005050454716
579	0.00503941338
580	0.005026420969
581	0.005020834459
582	0.005010185379
583	0.005001200972
584	0.004985234458
585	0.004971346058
586	0.004957854716
587	0.00495182091
588	0.004943038844
589	0.00493134437
590	0.004919297372
591	0.004910892667
592	0.004900872848
593	0.00489095718
594	0.004883065964
595	0.004874339007
596	0.004867884834
597	0.004859670616
598	0.004851727917
599	0.004843688256
600	0.004834604548
601	0.004831103979
602	0.004824287749
603	0.004817790357
604	0.004809198136
605	0.004802587899
606	0.004796569805
607	0.00479397311
608	0.004787592913
609	0.004780117116
610	0.004770175606
611	0.004766256747
612	0.004751408385
613	0.004746306093
614	0.004736779653
615	0.004730504718
616	0.00472341402
617	0.004717614345
618	0.004711752585
619	0.004702655658
620	0.004695182367
621	0.004686581596
622	0.004683373446
623	0.004671519124
624	0.004662702321
625	0.004653169405
626	0.00464127161
627	0.004634624079
628	0.004623086545
629	0.004617291947
630	0.0046137696
631	0.004606384497
632	0.004602564948
633	0.004594747361
634	0.004586252119
635	0.0045775913
636	0.004568813138
637	0.004556609622
638	0.004550933306
639	0.004542507368
640	0.004534224263
641	0.004525884673
642	0.004515402011
643	0.004512042393
644	0.004504973701
645	0.004498950945
646	0.00449547813
647	0.004489404601
648	0.004480475289
649	0.004474169279
650	0.004469689991
651	0.004460982987
652	0.004454095784
653	0.004442156422
654	0.004435363212
655	0.00443272223
656	0.004427343134
657	0.004419323248
658	0.004413679339
659	0.004407985707
660	0.004399487962
661	0.004390151879
662	0.004384279565
663	0.004376189928
664	0.004370820821
665	0.004359615036
666	0.004352952091
667	0.00434497034
668	0.00433663587
669	0.004332315898
670	0.004327217683
671	0.004322035155
672	0.004318160604
673	0.004312403911
674	0.004304478361
675	0.004299639133
676	0.004294503084
677	0.004283659607
678	0.004279437749
679	0.004271161897
680	0.004265227005
681	0.004262426673
682	0.004253283464
683	0.004246966188
684	0.004244027661
685	0.004235217285
686	0.00422738183
687	0.004225479226
688	0.004216437541
689	0.004211157538
690	0.004203967607
691	0.004197892208
692	0.004190314016
693	0.004183189558
694	0.004175444277
695	0.004167327943
696	0.004159030663
697	0.004154157964
698	0.004149828469
699	0.004141567435
700	0.004135326897
701	0.004129966627
702	0.00412276415
703	0.004117990906
704	0.004110555847
705	0.00410846663
706	0.004098286171
707	0.00408809081
708	0.004085912466
709	0.004080341959
710	0.004072182415
711	0.004067938781
712	0.004062424046
713	0.004054837804
714	0.004046791239
715	0.004043513498
716	0.004038982268
717	0.004032470844
718	0.004025660401
719	0.004019398045
720	0.004010007751
721	0.004003797194
722	0.003999728586
723	0.003995284329
724	0.003992630112
725	0.003985950829
726	0.003975890379
727	0.003969213869
728	0.003962450861
729	0.003960322291
730	0.003956516047
731	0.003949746079
732	0.003944233642
733	0.003939183679
734	0.003933317258
735	0.003927025953
736	0.003921763166
737	0.003917580159
738	0.003913587896
739	0.003904833083
740	0.003898475459
741	0.003896147134
742	0.003890586736
743	0.003883546694
744	0.003877778666
745	0.003873264427
746	0.003868885158
747	0.003861627751
748	0.003856436994
749	0.003852586757
750	0.003847530319
751	0.003842249955
752	0.003838751729
753	0.003834545829
754	0.003829848609
755	0.003823736986
756	0.003816675616
757	0.003811548202
758	0.00380742995
759	0.003803290524
760	0.003798791007
761	0.003794317588
762	0.003789691208
763	0.003786210085
764	0.003781455098
765	0.003776001324
766	0.003771963438
767	0.003766188329
768	0.003762210898
769	0.003756327306
770	0.003750290463
771	0.00374259651
772	0.003738768707
773	0.003733514202
774	0.003728929145
775	0.003723043897
776	0.00371764367
777	0.003713013086
778	0.003707550106
779	0.003700514525
780	0.003695300434
781	0.003690263705
782	0.003685878668
783	0.003682073362
784	0.003675314439
785	0.003666567187
786	0.003662163905
787	0.003657016045
788	0.003652200449
789	0.003646298933
790	0.003642366349
791	0.003637369053
792	0.003632720902
793	0.003627035788
794	0.003622345252
795	0.003615251961
796	0.003607698957
797	0.003603035006
798	0.003597871341
799	0.003596096729
800	0.003589310658
801	0.003584967797
802	0.003581072598
803	0.003574381653
804	0.003567313222
805	0.003565097988
806	0.003559322408
807	0.003554086604
808	0.003548134065
809	0.003543491844
810	0.003536378555
811	0.003532797426
812	0.003531269982
813	0.003527033689
814	0.003525036273
815	0.003519002607
816	0.00351279411
817	0.003508857608
818	0.003504062355
819	0.003501759985
820	0.003497832118
821	0.003494280327
822	0.003488078308
823	0.003484927645
824	0.003480475493
825	0.00347874388
826	0.003473075768
827	0.00346619109
828	0.003459118249
829	0.003454628851
830	0.003451299379
831	0.003448212026
832	0.003443796015
833	0.003440214594
834	0.003434080695
835	0.003428230128
836	0.003422702426
837	0.003420833239
838	0.00341699935
839	0.003415055383
840	0.003412030955
841	0.00340620176
842	0.003401075812
843	0.00339556556
844	0.003390749809
845	0.003388135399
846	0.003384309427
847	0.003380144575
848	0.003374299626
849	0.003371124856
850	0.003367588032
851	0.003360211735
852	0.003354036698
853	0.003349029411
854	0.003345828855
855	0.003341221235
856	0.00333522332
857	0.003330002959
858	0.003326522318
859	0.003318493614
860	0.003313267011
861	0.003309117998
862	0.003303960173
863	0.003300358459
864	0.003296981345
865	0.003293724385
866	0.003289095319
867	0.003285713094
868	0.003282971648
869	0.003280142114
870	0.003274563147
871	0.003269221158
872	0.003266258844
873	0.003262613144
874	0.003258172036
875	0.003253624001
876	0.003248714057
877	0.003245102471
878	0.003240425354
879	0.00323671778
880	0.003229172027
881	0.003225299668
882	0.003219951747
883	0.003217021644
884	0.003215170268
885	0.003213396653
886	0.003208544523
887	0.003204763664
888	0.003201501407
889	0.003196573966
890	0.003193731043
891	0.003190091599
892	0.00318504704
893	0.003181430942
894	0.003178666654
895	0.003175408761
896	0.003172334264
897	0.003169617341
898	0.003164694499
899	0.003161224436
900	0.003156060742
901	0.003151753301
902	0.003148703563
903	0.003144561134
904	0.003138789914
905	0.003134968206
906	0.003130805204
907	0.003128191973
908	0.003125470043
909	0.003121771061
910	0.003118067682
911	0.00311348256
912	0.003109836941
913	0.003107640287
914	0.003102619993
915	0.003098362496
916	0.003095267393
917	0.003090945794
918	0.003088583226
919	0.00308623826
920	0.003082901839
921	0.00308120147
922	0.003078083336
923	0.003074446988
924	0.003071210633
925	0.003068477866
926	0.003064580593
927	0.003060741105
928	0.003057684997
929	0.00305418796
930	0.003050020064
931	0.003045804997
932	0.003041729734
933	0.003038615555
934	0.00303564567
935	0.003033821027
936	0.003029843058
937	0.00302586868
938	0.003023156094
939	0.00301983778
940	0.003015932105
941	0.003012552113
942	0.003009576758
943	0.003006377828
944	0.00300192111
945	0.002997552019
946	0.002994030076
947	0.002990499581
948	0.002986692709
949	0.002985644594
950	0.002981864163
951	0.002978303701
952	0.002974716175
953	0.002971716854
954	0.002968521707
955	0.002966701451
956	0.002963441592
957	0.00296051252
958	0.002956928745
959	0.002953375322
960	0.002950055923
961	0.002946541851
962	0.002943442142
963	0.002939164024
964	0.002936129386
965	0.002931704927
966	0.002928632935
967	0.0029244715
968	0.002923476868
969	0.002919661759
970	0.002916513951
971	0.002913170956
972	0.002908215014
973	0.002905240201
974	0.002901729001
975	0.002898790229
976	0.002895122771
977	0.002893638649
978	0.002890131121
979	0.002887167347
980	0.002883853292
981	0.00288095922
982	0.002877022265
983	0.002874802563
984	0.002871842372
985	0.002869253901
986	0.002865514207
987	0.00286192548
988	0.002858188034
989	0.002854703214
990	0.002851733576
991	0.002847181807
992	0.00284414376
993	0.002841329902
994	0.002837411445
995	0.0028352287
996	0.002832932489
997	0.002831579263
998	0.002829188194
999	0.002826306368
